Company Name,Target Status,Status (proposed),Public Website Homepage URL,Source,Street Address,City,State,Zipcode,Phone,Industries served,Products and services offered,Square footage (facility),Number of employees,Estimated Revenues,Years of operation,Ownership,Equipment,CNC 3-axis,CNC 5-axis,Spares/ Repairs,Family business,2nd Address,Region,Medical,Notes (Approach/ Contacts/Info),AI Failed Criteria,AI Filter Flag
"Rapid Mold Solutions, Inc.",CY,"High-end, private moldmaker",http://www.rapidmoldsolutions.com,AMBA,8251 Hamot Rd,Erie,PA,16509,(415) 329-6877,"Industrial; Automotive; Medical Device; Consumer Products ; automotive, medical, consumer products (News: 2023) ; Automotive, Aerospace, Consumer goods (News: 2023)","Injection Molding; Mold Design; Mold Making: Injection Molds; Mold Repair & Maintenance; Prototype Parts; Prototype & Unit Tooling; Reverse Engineering; Sampling; Spare Components; CNC; Sinker EDM; Wire EDM ; prototype, bridge, and production molds (News: 2023) ; Precision mold manufacturing (News: 2023) ; Rapid prototyping, Custom mold solutions (News: 2023)",~61k ft² (site),~50 (zoominfo) ; 50 (News: 2023),$12M (calc from employees); ~$10M (public: ZI 2023),NI,Privately held; part of Adler Industrial Solutions Inc. ; Adler Industrial Solutions (News: 2021) ; Acquired by an undisclosed buyer (News: 2023),"CNC Milling; CNC Turning; Laser Welding; Sinker EDM; Wire EDM ; advanced equipment and technology (News: 2023) ; CNC machinery, 3D printing technology (News: 2023)",refer to site,NI,Yes,refer to site,,W.Pa,Yes,,,
JMMS Inc.,CY,"High-end, private",http://www.jmmsinc.com,AMBA,807 Sheffield Road,Easley,SC,29642,(864) 855-0450,Automotive; Appliances; Consumer Products; Electronics; Medical Technologies ; Automotive (News: 2009),thermoplastic injection molding; thermoset injection and compression/transfer; die casting tooling; Design and engineering for die casting and injection molding tooling; Manufacturing and maintenance of high-pressure casting dies; Injection molding troubleshooting and process optimization; Engineering services including dimensional analysis and prototyping; Advanced product quality planning (APQP) for improved manufacturability ; Toolmaking (News: 2009),~50k ft² (zoominfo),~50 (zoominfo),"""$10M (calc from employees); ~$10M (public: ZI 2023)""",NI,"Privately held, family-owned",Makino (5-axis); Yasda (5-axis); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems ; New equipment and technology (News: 2009),Yes,Yes,Yes,Yes,,No region ; Ohio (News: 2009),Yes,,,
"United Tool & Mold, Inc.",CY,"High-end, private",http://www.utminc.com,AMBA,106 Financial Blvd.,Liberty,SC,29657,(864) 859-8300,Plastic Injection Molding; Blow Molding; Automotive; Consumer Products ; Plastics (News: 2023),Repair services for plastic injection and blow molds; Laser welding and laser marking services; Engineering changes and new tool builds; On-site service and support for emergency tool repairs; Fluidized bed cleaning for mold components ; Repair and maintenance services for molds (News: 2023) ; Mold repair and engineering changes (News: 2023),"60,000 ft² (site) ; 60000 (News: 2023)",NI ; 17 new jobs created (News: 2018),$36M (calc from sqft),30,Privately held; possible family-owned,Massive Mold Fitting Presses; Laser Welding Equipment,NI,NI,Yes,Yes,,"No region ; Pickens County, South Carolina (News: 2018) ; Pickens County, South Carolina (News: 2023)",NI,,,
Prairie Tool Company,CY,"High-end, private moldmaker",http://www.prairietool.net,AMBA,723 Commerce St.,Aberdeen,SD,57401,(605) 225-4028,Medical; Consumer products; Lawn and garden; Agriculture; Electrical; Appliances,Plastic injection mold design and production; Prototype molded parts with quick-turnaround delivery; Custom machining services including 4-axis wire EDM and 5-axis machining; Graphite electrode design and milling; EDM,"12,000 ft² (site)",~40 (zoominfo),$8M (calc from employees); ~$5M (public: ZI 2023),36,Privately held; Family-owned?,Makino Sinker Model EDNC-65; Makino Sinker Model EDNC-43S; Makino EDGE2 RAM EDM Machine; Makino SP64 Precision Wire EDM Machine; Fanuc Robocut Wire EDM; Mitsubishi ED-2000M EDM Drill (Hole Popper); OKK VM5-II; Hurco VMX 64/50; Hurco BMC 50/50; Hurco VMX 40; Okada GMC 654; Romi Bridgeport EZ Path II 20/10 Lathe; Brown & Sharpe Microval CMM,refer to site,refer to site,NI,Yes,,No region,Yes,,,
Moldesign,CY,"High-end, medical-focused moldmaker",http://www.moldesign.com,AMBA,4720 Middlebrook Pike,Knoxville,TN,37921,(865) 588-3774,Medical; Packaging; Consumer products,Plastic injection mold building; hot runner; high cavitation; unscrewing; close tolerance medical molds; product development; reverse engineering; mold sampling; mold flow and warp analysis consulting,~30k ft² (zoominfo),~40 (zoominfo),"""$11M (calc from sqft); ~$5M (public: ZI 2023)""",42,Privately held; founded by Steve Peterson,"Injection Molding Tryout Presses ; Advanced CNC machines, injection molding technology (News: 2023)",NI,NI,NI,refer to site,,No region,Yes,,,
Detail Mold & Manufacturing LLC,CY,"High-end, precision tooling shop",http://www.detailmold.com,AMBA,14773 Ranch Road 2338,Georgetown,TX,78633,(512) 255-0525,"Medical; Automotive; Consumer products; Industrial ; Automotive, Consumer products (News: 2013)","Tool design and mold validation through production runs; CNC high-speed milling and CNC lathe turning; Laser welding and laser engraving; EDM services, including sinker and wire EDM; Mold design and engineering services; ISO 13485 ; Precision mold building (News: 2013)","26,000 ft² (site)",~40 (zoominfo),"""$8M (calc from employees); ~$5M (public: ZI 2023)""",35,"Privately held; founded by Gary Tatro; currently managed by Trey Chapman, Managing Director. ; Implemented ISO 9001:2015 certification with Michigan Manufacturing Technology Center (News: 2021)",CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; Laser Welding; CMM / Metrology Systems,Yes,Yes,Yes,refer to site,,No region,Yes,,,
Lowrance Machine,CY,"High-end, private moldmaker",http://www.lowrancemachine.com,AMBA,13510 East Hardy Road,Houston,TX,77039,(281) 449-6524,Automotive; Aerospace; Industrial; Consumer,"Custom mold manufacturing and machining services; CNC and manual machining capabilities; Production of machined components and special fasteners; Industrial repair services, including grinding and hardness testing; CNC",~30k ft² (zoominfo),~50 (zoominfo),$11M (calc from sqft); ~$5M (public: ZI 2023),61,Privately held; family-owned; President Ron Lowrance.,CNC & Manual Machining; Custom Molds; Machined Components & Special Fasteners,NI,NI,Yes,Yes,,No region,NI,,,
"Schaefer Mold, Inc",CY,"High-end, private moldmaker",http://www.schaefermold.com,AMBA,2358 Blue Smoke Court N,Ft. Worth,TX,76105,(817) 534-7461,Automotive; Consumer products; Industrial applications,Precision mold-making; Design and engineering services; Mold repair and maintenance; Custom mold solutions,~30k ft² (zoominfo),~40 (estimate),"""$11M (calc from sqft)""",NI,Privately held; President Tom Limroth; No indication of family ownership,Makino (CNC machine); Yasda (CNC machine); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,NI,,No region,NI,,,
Solution Tools,CY,"High-end, medical-focused moldmaker",http://www.solution-tools.com,AMBA,6989 Commerce Ave.,El Paso,TX,79915,(915) 594-0040,"Medical, Automotive, Appliance",Design and development of precision tooling and molds; Plastic injection molding; Component manufacturing; Internal diagnosis of molds by specialized engineers; CNC ; High-quality components for plastic injection molds (News: 2023),~30k ft² (zoominfo),~40 (zoominfo),"""$8M (calc from employees); ~$5M (public: ZI 2023)""",25+,Privately held; more than 25 years of experience in the industry.,Makino (5-axis); Yasda (5-axis); CNC Mills (3-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems ; State-of-the-art equipment (News: 2023),Yes,refer to site,Yes,NI,,No region,Yes,,,
"AJ Tool & Manufacturing, LLC",CY,"High-end, private moldmaker",http://www.ajtoolmfg.com,AMBA,3026 Beechwood Industrial Ct.,Hubertus,WI,53033,(262) 628-4445,"Medical; Automotive; Consumer Products; Electronics; Industrial ; Automotive, Consumer products (News: 2023)",Plastic injection mold design and build; In-house engineering and flexible design services; Mold sampling and inspection; On-time delivery and competitive pricing ; Custom mold solutions (News: 2023),"15,000 ft² (site)",~40 (zoominfo),$11M (calc from sqft); ~$5M (public: ZI 2023),48,Privately held; family-owned; led by Keven and Bob Jubeck.,Makino (5-axis); Yasda (3-axis); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems ; Advanced technology and equipment (News: 2023),Yes,Yes,NI,Yes,,Wisc,Yes,,,
Apollo Tool Inc.,CY,"High-end, private moldmaker",http://www.apollo-tool.com,AMBA,refer to site,Westfield,WI,refer to site,(608) 296-2112,Automotive; Consumer products; Industrial,Tool engineering and design; 3-D modeling and prototypes; CAD/CAM design; Plastic injection mold building and repair,~30k ft² (zoominfo),~20 (estimate),"""$12M (calc from employees); ~$2M (estimate)""",NI,Privately held; family-owned,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems ; Advancements in technology and equipment (News: 2023),Yes,Yes,Yes,Yes,,Wisc,NI,,,
Carlson Tool & Manufacturing Corp.,CY,"High-end, precision tooling shop",http://www.carlsontool.com,AMBA,W57 N14386 Doerr Way,Cedarburg,WI,53012,(262) 377-2020,Automotive; Aerospace; Medical; Consumer products ; Automotive (News: 2023),plastic injection tooling; precision machining; CNC; Wire EDM; Sinker EDM; Gun Drill; CMM; DFM ; Precision drilling and machining (News: 2023),~100k ft² (zoominfo),~200 (estimate),"""$25M (calc from employees); ~$25M (estimate)""",67,Privately held; possible family-owned history.,CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; Gun Drill; CMM / Metrology Systems ; Advanced machining equipment (News: 2023),Yes,Yes,Yes,refer to site,,Wisc,Yes,,,
CDM Tool & Manufacturing,CY,"High-end, precision tooling shop",http://www.cdmtool.com,AMBA,749 North Wacker Drive,Hartford,WI,53027,(262) 673-5620,Automotive; Consumer products; Industrial applications; Electronics,Precision injection mold manufacturing; Five-axis CNC machining; Sinker EDM machining; Gun drilling for high depth-to-width ratio holes; Mold design and repair services; CNC; Sinker EDM; Gun Drill,~50k ft² (zoominfo),~50 (estimate),"""$11M (calc from sqft); ~$10M (estimate)""",63,Privately held; possible family-owned ; Jacsten Holdings (News: 2023),FOOKE (5-axis); FPT (CNC); Haas (CNC); Toshiba (CNC); Unisig (Gun Drill),refer to site,Yes,Yes,Yes,,Wisc,NI,,,
Class Tool and Die Inc.,CY,"High-end, private moldmaker",http://www.classtd.com,AMBA,740 SWAN DRIVE,MUKWONAGO,WI,53149,(262) 363-0902,Investment Casting; Production Machining; Plastic Injection Molding,CNC Milling Services; CNC Turning and Mill Turn Services; Mold Design and Construction; ISO 9001:2015 ; Die solutions (News: 2023),"10,000 ft² (site)",12 (site),$2.4M (calc from employees); $6M (calc from sqft),33,Privately held; family-owned; founded by Jerry Rogosienski in 1992.,CNC Mills (2-axis to 5-axis); CNC Turning and Mill Turn Machines ; Cimatron software (News: 2023),Yes,Yes,NI,Yes,,Wisc,NI,,,
D & S Mold & Tool Company,CY,"High-end, private moldmaker",http://www.dsmold.com,AMBA,2417 Cleveland Ave,Marinette,WI,54143,(715) 732-0504,Automotive; Consumer products; Industrial manufacturing,Mold and tool design and manufacturing; Custom machining services; Repair and maintenance of molds and tools; Precision engineering solutions,~30k ft² (public: AMBA),~20 (estimate),"""$12M (calc from employees); ~$2M (public: AMBA)""",NI,Privately held,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,NI,,Wisc,NI,,,
Dynamic Tool Corporation,CY,"High-end, medical-focused moldmaker",http://www.dyntool.com,AMBA,W133 N5180 Campbell Drive,Menomonee Falls,WI,53051,(262) 783-6340,"Medical; Packaging; Personal Care; Industrial; Electronics ; Automotive, Consumer goods (News: 2023)","Plastic injection mold building; Engineering for productivity; Design for manufacturing (DFM); Multishot molding technologies; Mold refurbishment; Repair; Preventive maintenance; Turnkey manufacturing systems; Custom equipment; Automation solutions; DFM ; Precision mold building, Tool & die manufacturing (News: 2023)",~50k ft² (zoominfo),~100 (zoominfo),"""$12M (calc from employees); ~$10M (public: ZI 2023)""",NI,Privately held; possible family-owned,CNC Mills (3-axis); Wire EDM; Sinker EDM; Injection Molding Tryout Presses; CMM / Metrology Systems ; state-of-the-art equipment (News: 2023) ; Advanced machinery (News: 2023),Yes,NI,Yes,refer to site,,Wisc,Yes,,,
"Innovation Mold and Design, Inc.",CY,"High-end, private moldmaker",http://www.innovationmold.com,AMBA,N118 W18988 Bunsen Drive,Germantown,WI,53022,(262) 251-8201,Automotive; Medical; Electrical; Consumer Products; Packaging,Design and engineering of injection molds; Custom machining and contract design services; EDM work and rapid prototyping; Thermoset and diecast mold manufacturing; Injection mold presses and tooling solutions; CNC; EDM,"30,000 ft² (site)",~40 (zoominfo),"""$8M (calc from employees); ~$5M (public: ZI 2023)""",46,"Privately held, possibly family-owned ; Acquired by Halifax West (News: 2023) ; Acquired by a private investor (News: 2023)",Injection Molding Tryout Presses; EDM Machines; CNC Mills,refer to site,NI,Yes,NI,,Wisc,Yes,,,
Kaysun Corporation,CY,"High-end, medical-focused moldmaker",http://www.kaysun.com,AMBA,5500 West Drive,Manitowoc,WI,54220,(920) 686-5800,"Medical; Industrial; Automotive; Consumer ; Medical, Industrial (News: 2023) ; Automotive, Medical, Consumer products (News: 2023)",Custom injection molding; DfM analysis; Metal-to-plastic conversion; Scientific molding; Overmolding; Insert molding ; Precision injection-molded components (News: 2023) ; Injection molded plastics (News: 2023),"~100,000 ft² (public: ZI 2023); 83,333 ft² (calc from revenue)",~200 (estimate) ; 200 (News: 2023),"""$40M (calc from employees); ~$50M (estimate)""",NI,"Privately held; Anthony Grower, Founder & CEO; Family-owned",Engel Injection Molding Tryout Presses; Arburg Injection Molding Tryout Presses ; Advanced tooling technologies (News: 2023) ; ISO Class 8 cleanroom (News: 2023) ; Advanced injection molding machinery (News: 2023) ; RJG CoPilot and The Hub (News: 2023),NI,NI,NI,Yes,,Wisc,Yes,,,
M&M Tool and Mold,CY,"High-end, precision tooling shop",http://www.mmtoolandmold.com,AMBA,3300 Commodity Lane,Green Bay,WI,54304,(920) 336-6474,Medical; Automotive; Consumer products; Industrial,Injection mold building for small to medium-sized parts; Engineering and process optimization; Repairs and Engineering Change Notices (ECNs); Prototype tooling; Multi-shot mold solutions,~30k ft² (public: ZI 2023),~40 (estimate),$8M (calc from employees); $18M (calc from sqft); ~$5M (estimate),30,Privately held; possible family-owned.,Makino (5-axis); Yasda (3-axis); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,refer to site,,Wisc,Yes,,,
Master Tool & Mold Inc,CY,"High-end, precision tooling shop",http://www.mastertoolandmold.com,AMBA,765 11th Ave,Grafton,WI,53024,(262) 377-8030,"Medical, Automotive, Aerospace, Packaging, Consumer Goods","Plastic injection mold building, Die cast die manufacturing, Tooling repair and maintenance services, Fast-turn tooling repairs and preventive maintenance, CNC",~30k ft² (zoominfo),~40 (estimate),"""$8M (calc from employees); ~$5M (estimate)""",NI,Privately held,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,NI,,Wisc,Yes,,,
Mauston Tool Corporation,CY,"High-end, private moldmaker",https://www.maustontool.com,AMBA,1015 Parker Drive,Mauston,WI,53948,(608) 847-5162,Medical; Automotive; Consumer Products; Industrial,Product design assistance; in-house mold design; Mold building; specialized machining; Mold sampling for plastic and silicone molds; Multi-cavity and multi-mold project capabilities,~30k ft² (estimate),~40 (estimate),"""$8M (calc from employees)""",NI,Privately held; President Matt Schwab,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,NI,,Wisc,Yes,,,
"Omega Tool, Inc.",CY,"High-end, private moldmaker",http://www.omega-tool.com,AMBA,N93 W14430 Whittaker Way,Menomonee Falls,WI,53051,(262) 255-0205,"Medical, Packaging, Light Industrial",Precision mold design and manufacturing; Molding and sampling services; Maintenance and repair of molds; High-cavitation mold expertise with tight tolerance capabilities ; Enhanced mold building and sampling equipment services (News: 2023) ; Mold making (News: 2023),"~50,000 ft² (estimate) ; 54000 (News: 2023)",50 (site),"""$11M (calc from sqft); ~$10M (estimate)""",70,Privately held; family-owned since 1954.,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems ; Upgraded mold building and sampling equipment (News: 2023) ; Advanced technology and state-of-the-art equipment (News: 2023) ; Advanced machining techniques (News: 2023) ; Advanced machining equipment (News: 2023),Yes,Yes,Yes,Yes,"N95 W14507 Whittaker Way, Menomonee Falls, WI (News: 2023)",Wisc ; Wisconsin (News: 2023),Yes,,,
"RAM Tool, Inc.",CY,"High-end, precision tooling shop",http://www.ramtoolinc.com,AMBA,1420 Cheyenne Ave,Grafton,WI,53024,(262) 375-3036,"Aerospace; Automotive; Medical; Oil & Gas; Military ; Automotive (News: 2023) ; Aerospace, Automotive (News: 2023) ; Various industries requiring custom machining solutions (News: 2023) ; Automotive, Consumer goods (News: 2023)","Custom CNC machining and EDM machining; Prototype tooling and die cast dies manufacturing; Contract milling and custom inspection services; Laser scanning and reverse engineering capabilities; CNC; EDM ; Engine parts CNC machining (News: 2023) ; Electrical Discharge Machining (EDM) services (News: 2023) ; Mold building, Injection molding (News: 2023)","80,000 (site)",~50 (zoominfo) ; 50 (News: 2023),$10M (calc from employees); ~$10M (public: ZI 2023),46,Privately held; family-owned since 1979.,"CNC Machines; EDM Machines; CMM Machines ; CNC machines (News: 2023) ; CNC machines, EDM technology (News: 2023)",refer to site,refer to site,NI,Yes,,Wisc,Yes,,,
Retlaw Industries Inc.,CY,"High-end, precision tooling shop",http://www.retlawindustries.com,AMBA,520 Industrial Drive,Hartland,WI,53029,(888) 412-9188,"Automation; Electronics; Construction; Agriculture; Food Production ; Electronics (News: 2023) ; Automotive, Consumer goods (News: 2023)",Custom plastics design and engineering; Tooling and mold making with precision tooling capabilities; Injection molding and assembly services; Use of advanced CNC machining and EDM equipment; Wire EDM; Sinker EDM; CNC Machines ; Plastic components for electronics (News: 2023) ; Plastic injection molding (News: 2023),"50,000 (site)",~50 (zoominfo),"""$10M (calc from employees); ~$10M (zoominfo)""",48,Privately held,Wire EDM; Sinker EDM; CNC Machines; Injection Molding Presses ×19 ; State-of-the-art machinery (News: 2023),refer to site,refer to site,NI,NI,,Wisc,NI,,,
Sheridan Mold & Engineering,CY,"High-end, precision tooling shop",http://www.sheridanmold.com,AMBA,4140 S Nevada Ave,St Francis,WI,53235,(414) 481-8203,Medical; Automotive; Aerospace; Consumer products,Precision moldmaking for LSR and micro applications; Full turnkey mold automation systems; CNC machining and EDM services; Mold design and repair; LSR; liquid silicone rubber; CNC; EDM,~30k ft² (estimate),90 (calc from revenue_site),"""$10M (calc from employees); $18M (calc from sqft)""",71,Privately held,5-Axis CNC; Sinker EDM; Precision Lathes; TIG & Laser Welding,refer to site,Yes,Yes,NI,,Wisc,Yes,,,
Snider Mold Company,CY,"High-end, private moldmaker",http://www.snidermold.com,AMBA,6303 West Industrial Drive,Mequon,WI,53092,(262) 242-0870,"Automotive, Agriculture, Marine, Commercial seating, Housing","Tooling for prototype and production molds, Compression mold fabrication for sheet mold compound and bulk mold compound, High and low-pressure injection molds and structural molds, Contract CNC machining and sample molding services, Design and build of specialty machinery for secondary manufacturing and assembly operations","~30,000 ft² (estimate)",90 (calc from revenue_site),$8M (calc from employees); $18M (calc from sqft),NI,Privately held; leadership includes Dale Fessenbecker in Sales & Support and Brian Kiel in Sales & Engineering,CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,NI,,Wisc,NI,,,
Stellar Mold and Tool,CY,"High-end, precision tooling shop",http://www.stellarmold.com,AMBA,20850 West Gale Ave,Galesville,WI,54630,(608) 582-4118,Automotive; Consumer products; Industrial manufacturing; Electronics,Injection mold building and repair; Micro welding and CNC machining; Reverse engineering and 3D scanning; Wire EDM and sinker EDM services; Custom cutter and grind services; CNC; Wire EDM; Sinker EDM ; Precision mold manufacturing (News: 2023),"~30,000 ft² (estimate)",40 (site),"""$8M (calc from employees); $18M (calc from sqft)""",47,"Privately held; acquired by Jason Lawton, CEO of C&C Machine, in 2020. ; New owner (News: 2023)",CNC Mills; Wire EDM; Sinker EDM; Injection Molding Tryout Presses,refer to site,NI,Yes,NI,,Wisc,NI,,,
Marion Manufacturing,CY,"High-end, precision tooling shop",https://mariontool.com,LinkedIn,1126 West National Avenue,West Terre Haute,IN,47885,(812) 533-9800,"Aerospace; Defense; Heavy Equipment; Agriculture; Energy ; Automotive, Aerospace, Medical (News: 2023)","Precision CNC machining operations; Custom machining and manufacturing components; High-quality component production at competitive costs; CNC ; Precision metal and plastics manufacturing, Mold building, Tool & die (News: 2023)","40,000 (site)",150+ (site),$30M (calc from employees); ~$17.9M (public: ZoomInfo 2024),29,Privately held; women-owned; President Tamara “Tammy” Marion,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems ; Yes (News: 2024) ; Latest technology (News: 2023),Yes,Yes,NI,Yes,,No region,Yes,,,
Evans Tool & Engineering,CY,High-end precision moldmaker,https://evanstool.com,LinkedIn,4287 3 Mile Road N.W.,Grand Rapids,MI,49534,(616) 791-6333,Automotive; Aircraft; Food,CNC; CNC Milling; Grinding; CNC Lathe,~30k ft² (estimate),~40 (estimate),"""$8M (calc from employees); ~$5M (estimate)""",38,Privately held,CNC Mills (3-axis); CNC Lathes; Surface Grinders,Yes,NI,NI,NI,,Mich,NI,,,
"Mayer Tool and Engineering, Inc.",CY,"High-end, private moldmaker",https://mayertool.com,LinkedIn,1404 N. Centerville Rd.,Sturgis,MI,49091,(269) 651-1428,Plastics; Automotive; Consumer products; Industrial ; Aerospace (News: 2023),Custom plastic injection mold building for prototype and production; Mold repair and engineering changes; Mold and product design; Mold sampling and low volume production; Wire EDM machining; Jigs and fixtures manufacturing; Wire EDM ; Precision machining (News: 2023),~30k ft² (estimate),refer to site,"""$11M (calc from sqft); ~$5M (public: ZI 2023)""",43,Privately held; President Patrick Roussey II.,CNC Mills (3-axis); Wire EDM; Injection Molding Tryout Presses ; Advanced manufacturing technologies (News: 2023) ; Advanced manufacturing capabilities (News: 2023),Yes,NI,Yes,NI,,Mich ; Cincinnati (News: 2023),NI,,,
"Matrix Plastic Products, LLC",CY,"High-end, medical-focused moldmaker",https://www.matrixtooling.com,indeed,949 A.E.C. Drive,Wood Dale,IL,60191,(630) 595-6144,Medical devices; Electronics; Personal care; High-performance industries,precision injection molding; moldmaking; assembly; ISO 13485; DFM,"30,000 (site)",130+ (site),$26M (calc from employees); ~$17.9M (public: ZoomInfo 2024),47,Privately held; family-owned,Makino (5-axis); Yasda (3-axis); Sodick Wire EDM; Zeiss CMM ; State-of-the-art micro-inspection tools (News: 2023),Yes,refer to site,NI,Yes,,Ilin,Yes,,,
Quest Industries Inc.,CY,"High-end, precision tooling shop",https://www.questindustries.net/,indeed,3309 John Conley Drive,Lapeer,MI,48446,(810) 245-4535,"Medical, Military, Automotive, Aerospace, Energy, Electronics",Design and engineering for mold making and tooling; Injection molding and prototyping services; Precision machining and CNC turning; Micro welding and quality assurance services; Mold making services and repairs; CNC,"~30,000 ft² (estimate)",~50 (estimate),"""$10M (calc from employees); $18M (calc from sqft); ~$5M (public: estimate)""",NI,"Privately held; Dennis Hoover serves as President, with Chance Hoover as VP of Operations.",Makino (5-axis); Yasda (5-axis); CNC Mills (3-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,refer to site,,Mich,Yes,,,
"Dynomax, Inc.",CY,"High-end, precision tooling shop",https://www.dynomaxinc.com,LinkedIn,1535 Abbott Dr.,Wheeling,IL,60090,(847) 680-8833,Aerospace; Defense; Medical; Energy; Transportation ; Aerospace and Defense (News: 2011),Precision CNC Milling & Turning; Swiss Machining; Thin Wall Machining; Comprehensive EDM services; Sinker EDM; Wire EDM; Hole drilling EDM; Full-service injection molding; Small to micro-molding applications; Design and manufacturing of machine tool spindles; Automated machine cells; Plating and finishing services; Passivation; Anodizing; CNC; EDM; Wire EDM; Sinker EDM,~100k ft² (estimate),~200 (estimate),"""$40M (calc from employees); ~$50M (estimate)""",NI,Privately held,CNC Mills (3-axis); Wire EDM; Sinker EDM; Injection Molding Tryout Presses; CMM / Metrology Systems,Yes,NI,Yes,NI,,Ilin,Yes,,,
Galaxy Technologies,CY,"High-end, precision tooling shop",https://www.galaxytool.com,LinkedIn,1111 Industrial Road,Winfield,KS,67156,(620) 221-6262,"Aerospace; Defense; Plastics ; Aerospace (News: 2014) ; Aerospace, Automotive (News: 2014) ; Aerospace, Plastics (News: 2023)",engineering; tooling; plastics; aerospace; defense; AS9100; ISO 9001:2015; design engineering; manufacturing; installation; injection molds; blow molds ; High-precision tooling solutions (News: 2014),~50k ft² (estimate) ; 60000 (News: 2014) ; 50000 (News: 2014),~200 (public: LinkedIn 2024),"""$40M (calc from employees); ~$25M (public: ZoomInfo 2024)""",30,Privately held; part of GalaxyGroup,CNC Machines; Injection Molding Tryout Presses; Wire EDM; CMM / Metrology Systems ; Advanced machinery (News: 2014) ; New equipment added (News: 2023),refer to site,NI,Yes,NI,,"No region ; Winfield, Kansas (News: 2014)",NI,,,
Steel Craft Technologies,CY,"High-end, private",https://www.steelcrafttech.com,LinkedIn,8057 Graphic Dr NE,Belmont,MI,49306,(616) 866-4400,Die & Mold Industries; OEM & Heavy Equipment; Fabrications,"CNC controlled oxy-fuel and plasma cutting; Welding and fabricating; Thermal stress relieving, normalizing, and annealing; Media blasting and CNC machining; Blanchard and precision grinding; Carbon and alloy plate primer finishing; Die sets and die set kits production","160,000 (site) ; 50000 (News: 2023)",125 (site) ; 100 (News: 2023),$25M (calc from employees); ~$17.9M (public: ZoomInfo 2024),19,Privately held; founded in 2006.,Oxy-Fuel Multi-Torch Cutting Tables ×2; Omega Exactus Pro Tool Measuring Machine ; state-of-the-art machinery (News: 2023),NI,NI,NI,NI,,Mich,NI,,,
Manor Tool & Manufacturing Co,C?,,https://www.manortool.com,LinkedIn,9200 Ivanhoe Ave,Schiller Park,IL,60176,(847) 678-2020,"Aerospace; Automotive; Medical/Healthcare; Military & Defense; Oil & Gas ; automotive, aerospace, medical (News: 2023)","Metal stamping, including progressive die and deep drawn stamping; Custom tooling design and engineering services; Secondary machining and welding services; Quality assurance and finite element analysis ; precision metal stamping (News: 2023)",~50k ft² (estimate),~50 (zoominfo),"""$11M (calc from sqft); ~$10M (public: ZI 2023)""",65,Privately held; family-owned; established in 1959.,Servo Press ; advanced machinery (News: 2023),NI,NI,NI,Yes,,Ilin,Yes,,,
Meyer Tool Inc.,CY,High-end precision moldmaker,https://www.meyertool.com,LinkedIn,3055 Colerain Avenue,Cincinnati,OH,45225,(845) 695-0300,"Aerospace; Industrial Gas Turbine; Military Aviation; Commercial Aviation ; Aerospace, Power Generation (News: 2023)","High-speed EDM hole drilling; Waterjet cutting; Laser machining; Grinding; Turning; Milling; Drilling; Design and tool building; Coating; Materials joining; Comprehensive inspection services; CMMs; X-Ray; Ultrasonic testing ; Precision machining, engineering solutions (News: 2023)",~100k ft² (estimate),"~1,000 (public: LinkedIn 2024)",$200M (calc from employees); ~$200M (public: ZoomInfo 2024),74,Privately held; founded by Arlyn Easton,EDM machines; Waterjet cutting systems; Laser machining equipment; CMMs for precision measurement ; State-of-the-art equipment (News: 2023) ; Equator gauge (News: 2023),NI,NI,Yes,NI,,No region,NI,,,
