Company Name,Target Status,Status (proposed),Public Website Homepage URL,Source,Street Address,City,State,Zipcode,Phone,Industries served,Products and services offered,Square footage (facility),Number of employees,Estimated Revenues,Years of operation,Ownership,Equipment,CNC 3-axis,CNC 5-axis,Spares/ Repairs,Family business,2nd Address,Region,Medical,Notes (Approach/ Contacts/Info),AI Failed Criteria,AI Filter Flag
Stellar Mold and Tool,CY,"High-end, precision tooling shop",http://www.stellarmold.com,AMBA,20850 West Gale Ave,Galesville,WI,54630,(608) 582-4118,Automotive; Consumer products; Industrial manufacturing; Electronics,Injection mold building and repair; Micro welding and CNC machining; Reverse engineering and 3D scanning; Wire EDM and sinker EDM services; Custom cutter and grind services; CNC; Wire EDM; Sinker EDM,"~30,000 ft² (estimate)",40 (site),"""$8M (calc from employees); $18M (calc from sqft)""",47,"Privately held; acquired by Jason Lawton, CEO of C&C Machine, in 2020.",CNC Mills; Wire EDM; Sinker EDM; Injection Molding Tryout Presses,refer to site,NI,Yes,NI,,Wisc,NI,,,
Marion Manufacturing,CY,"High-end, precision tooling shop",https://mariontool.com,LinkedIn,1126 West National Avenue,West Terre Haute,IN,47885,(812) 533-9800,Aerospace; Defense; Heavy Equipment; Agriculture; Energy,Precision CNC machining operations; Custom machining and manufacturing components; High-quality component production at competitive costs; CNC,"40,000 (site)",150+ (site),$30M (calc from employees); ~$17.9M (public: ZoomInfo 2024),29,Privately held; women-owned; President Tamara “Tammy” Marion,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,Yes,,No region,NI,,,
Evans Tool & Engineering,CY,High-end precision moldmaker,https://evanstool.com,LinkedIn,4287 3 Mile Road N.W.,Grand Rapids,MI,49534,(616) 791-6333,Automotive; Aircraft; Food,CNC; CNC Milling; Grinding; CNC Lathe,~30k ft² (estimate),~40 (estimate),"""$8M (calc from employees); ~$5M (estimate)""",38,Privately held,CNC Mills (3-axis); CNC Lathes; Surface Grinders,Yes,NI,NI,NI,,Mich,NI,,,
"Mayer Tool and Engineering, Inc.",CY,"High-end, private moldmaker",https://mayertool.com,LinkedIn,1404 N. Centerville Rd.,Sturgis,MI,49091,(269) 651-1428,Plastics; Automotive; Consumer products; Industrial,Custom plastic injection mold building for prototype and production; Mold repair and engineering changes; Mold and product design; Mold sampling and low volume production; Wire EDM machining; Jigs and fixtures manufacturing; Wire EDM,~30k ft² (estimate),refer to site,"""$11M (calc from sqft); ~$5M (public: ZI 2023)""",43,Privately held; President Patrick Roussey II.,CNC Mills (3-axis); Wire EDM; Injection Molding Tryout Presses,Yes,NI,Yes,NI,,Mich,NI,,,
"Matrix Plastic Products, LLC",CY,"High-end, medical-focused moldmaker",https://www.matrixtooling.com,indeed,949 A.E.C. Drive,Wood Dale,IL,60191,(630) 595-6144,Medical devices; Electronics; Personal care; High-performance industries,precision injection molding; moldmaking; assembly; ISO 13485; DFM,"30,000 (site)",130+ (site),$26M (calc from employees); ~$17.9M (public: ZoomInfo 2024),47,Privately held; family-owned,Makino (5-axis); Yasda (3-axis); Sodick Wire EDM; Zeiss CMM,Yes,refer to site,NI,Yes,,Ilin,Yes,,,
Quest Industries Inc.,CY,"High-end, precision tooling shop",https://www.questindustries.net/,indeed,3309 John Conley Drive,Lapeer,MI,48446,(810) 245-4535,"Medical, Military, Automotive, Aerospace, Energy, Electronics",Design and engineering for mold making and tooling; Injection molding and prototyping services; Precision machining and CNC turning; Micro welding and quality assurance services; Mold making services and repairs; CNC,"~30,000 ft² (estimate)",~50 (estimate),"""$10M (calc from employees); $18M (calc from sqft); ~$5M (public: estimate)""",NI,"Privately held; Dennis Hoover serves as President, with Chance Hoover as VP of Operations.",Makino (5-axis); Yasda (5-axis); CNC Mills (3-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,refer to site,,Mich,Yes,,,
"Dynomax, Inc.",CY,"High-end, precision tooling shop",https://www.dynomaxinc.com,LinkedIn,1535 Abbott Dr.,Wheeling,IL,60090,(847) 680-8833,Aerospace; Defense; Medical; Energy; Transportation,Precision CNC Milling & Turning; Swiss Machining; Thin Wall Machining; Comprehensive EDM services; Sinker EDM; Wire EDM; Hole drilling EDM; Full-service injection molding; Small to micro-molding applications; Design and manufacturing of machine tool spindles; Automated machine cells; Plating and finishing services; Passivation; Anodizing; CNC; EDM; Wire EDM; Sinker EDM,~100k ft² (estimate),~200 (estimate),"""$40M (calc from employees); ~$50M (estimate)""",NI,Privately held,CNC Mills (3-axis); Wire EDM; Sinker EDM; Injection Molding Tryout Presses; CMM / Metrology Systems,Yes,NI,Yes,NI,,Ilin,Yes,,,
Galaxy Technologies,CY,"High-end, precision tooling shop",https://www.galaxytool.com,LinkedIn,1111 Industrial Road,Winfield,KS,67156,(620) 221-6262,Aerospace; Defense; Plastics,engineering; tooling; plastics; aerospace; defense; AS9100; ISO 9001:2015; design engineering; manufacturing; installation; injection molds; blow molds,~50k ft² (estimate),~200 (public: LinkedIn 2024),"""$40M (calc from employees); ~$25M (public: ZoomInfo 2024)""",30,Privately held; part of GalaxyGroup,CNC Machines; Injection Molding Tryout Presses; Wire EDM; CMM / Metrology Systems,refer to site,NI,Yes,NI,,No region,NI,,,
Steel Craft Technologies,CY,"High-end, private",https://www.steelcrafttech.com,LinkedIn,8057 Graphic Dr NE,Belmont,MI,49306,(616) 866-4400,Die & Mold Industries; OEM & Heavy Equipment; Fabrications,"CNC controlled oxy-fuel and plasma cutting; Welding and fabricating; Thermal stress relieving, normalizing, and annealing; Media blasting and CNC machining; Blanchard and precision grinding; Carbon and alloy plate primer finishing; Die sets and die set kits production","160,000 (site)",125 (site),$25M (calc from employees); ~$17.9M (public: ZoomInfo 2024),19,Privately held; founded in 2006.,Oxy-Fuel Multi-Torch Cutting Tables ×2; Omega Exactus Pro Tool Measuring Machine,NI,NI,NI,NI,,Mich,NI,,,
Manor Tool & Manufacturing Co,C?,,https://www.manortool.com,LinkedIn,9200 Ivanhoe Ave,Schiller Park,IL,60176,(847) 678-2020,Aerospace; Automotive; Medical/Healthcare; Military & Defense; Oil & Gas,"Metal stamping, including progressive die and deep drawn stamping; Custom tooling design and engineering services; Secondary machining and welding services; Quality assurance and finite element analysis",~50k ft² (estimate),~50 (zoominfo),"""$11M (calc from sqft); ~$10M (public: ZI 2023)""",65,Privately held; family-owned; established in 1959.,Servo Press,NI,NI,NI,Yes,,Ilin,Yes,,,
Meyer Tool Inc.,CY,High-end precision moldmaker,https://www.meyertool.com,LinkedIn,3055 Colerain Avenue,Cincinnati,OH,45225,(845) 695-0300,Aerospace; Industrial Gas Turbine; Military Aviation; Commercial Aviation,High-speed EDM hole drilling; Waterjet cutting; Laser machining; Grinding; Turning; Milling; Drilling; Design and tool building; Coating; Materials joining; Comprehensive inspection services; CMMs; X-Ray; Ultrasonic testing,~100k ft² (estimate),"~1,000 (public: LinkedIn 2024)",$200M (calc from employees); ~$200M (public: ZoomInfo 2024),74,Privately held; founded by Arlyn Easton,EDM machines; Waterjet cutting systems; Laser machining equipment; CMMs for precision measurement,NI,NI,Yes,NI,,No region,NI,,,
Universal Metal Products,CX,,https://www.universalmetalproducts.com,LinkedIn,29980 Lakeland Boulevard,Wickliffe,OH,44092,(440) 943-3040,"Appliance OEM & Tier; Automotive & Truck; Industrial OEM, Fastener, Mining, and Construction","Progressive die punch press and slide-form production capabilities; Engineering support, tooling, and die design; Value-added services including assembly, corrosion protection, and welding (robotic, mig, spot); In-house heat treating and automated phosphate line",~30k ft² (site); expandable to ~240k ft² (site),90 (calc from revenue_site),$18M (calc from sqft),79,Privately held; woman-owned; certified by WBENC,Wire EDM ×3; CNC milling equipment; CNC lathe; 400 ton press; 600 ton press,refer to site,refer to site,NI,NI,,No region,NI,,,
"KMM Group, Ltd",CY,"High-end, precision tooling shop",https://www.kmmgrp.com,LinkedIn,2200 Byberry Road,Hatboro,PA,19040,(888) 499-5657,"Medical Device components, including guidewires and implants; Aerospace components, such as valve spools and actuators; Defense industry parts, including micro hi-tech parts for robotics; High-tech industries, including mass spectrometry shafts and computer chip-making equipment","Precision machining and centerless grinding; Ultra-precise guidewire and corewire grinding; Third-party process management and dedicated R&D resources; Vertical machining (milling), wire EDM, ram EDM, and Swiss screw machining; Micro-machining, milling/turning, toolmaking, and CNC grinding; CNC; Wire EDM; Sinker EDM",~50k ft² (estimate),"""refer to site""",$20M (calc from employees); ~$10M (public: ZI 2023),NI,"Privately held; formed through the integration of KV Inc., M&S Centerless Grinding, and Meron Medical",CNC Mills (3-axis); Wire EDM; Sinker EDM; Swiss Screw Machines; CMM / Metrology Systems,Yes,NI,Yes,NI,,NJ-E.Pa,Yes,,,
Tools Incorporated,C,,https://www.toolsinc.com,LinkedIn,W248 N5500 Executive Dr.,Sussex,WI,53089,(262) 246-3400,"Motorcycle, watercraft, and recreation vehicles; Appliance industry; Outdoor power equipment and agricultural sectors; Gaming industry","Design and engineering collaboration for robust manufacturing solutions; Tool design, building, repair, and troubleshooting for various stamping dies; Specialization in deep draw metal stampings and complex multi-station progressive stampings; Fabrication and assembly services, including forming, welding, and finishing","70,000 (site)",~50 (zoominfo),"""$11M (calc from sqft); ~$10M (public: ZI 2023)""",NI,Privately held; family-owned; founded by Merle Snyder,Makino; Yasda; Kern,refer to site,refer to site,Yes,Yes,,Wisc,NI,,,
SIMTEC Silicone Parts,CY,"High-end, medical-focused moldmaker",https://www.simtec-silicone.com/,Gemini,9658 Premier Pkwy,Miramar,FL,33025,(945) 656-4212,Medical and Healthcare; Automotive; Consumer Products; Industrial Applications,LSR; liquid silicone rubber; ISO 13485; Clean room,~50k ft² (zoominfo),~100 (zoominfo),"""$12M (calc from employees); ~$15M (public: ZI 2023)""",NI,"Part of the Semperit Group, a global leader in rubber and plastic products.",Injection Molding Tryout Presses,NI,NI,NI,NI,,No region,Yes,,,
Extreme Molding,CY,"High-end, medical-focused moldmaker",https://www.extrememolding.com/,Gemini,339 Broadway,Menands,NY,12204,(518) 326-9319,Consumer Products; Female Healthcare Products; Infant Healthcare Products; Pet Products; Promotional Products,Silicone Injection Molding; Overmolding; Compression and Transfer Molding; Packaging & Fulfillment; Color Matching; Value Added Secondary Operations; CAD Drawing Solutions; ISO 13485,~30k ft² (zoominfo),75–100 (site),"""$15M (calc from employees); ~$10M (public: ZI 2023)""",23,Privately held; women-owned by founders Lynn Momrow-Zielinski and Joanne Moon Duncan.,Engel Injection Molding Tryout Presses; Arburg Injection Molding Tryout Presses,NI,NI,NI,refer to site,,No region,Yes,,,
"ProMed Pharma, LLC",CY,"High-end, medical-focused moldmaker",https://promedpharmallc.com/,Gemini,6765 Wedgwood Rd N,Maple Grove,MN,55311,(763) 331-3800,Medical Devices; Aerospace & Defense; Oncology; Women's Health,"Development and manufacturing of long-acting injectable and implantable dosage forms; Expertise in polymeric drug delivery technologies, including molding and extrusion; Comprehensive services from early-stage formulation to commercial manufacturing; Device assembly, packaging, and sterilization services; Analytical and stability testing for drug products",~30k ft² (public: ZI 2023),~100 (estimate),"""$20M (calc from employees); $18M (calc from sqft); ~$15M (estimate)""",20,Privately held; American-owned corporation.,Makino; Engel; Arburg,refer to site,refer to site,NI,NI,,Minn,Yes,,,
"ProMed Molded Products, Inc.",CY,"High-end, medical-focused moldmaker",https://promedmolding.com/,Gemini,15600 Medina Road,Plymouth,MN,55447,(763) 331-3800,Medical Devices; Pharmaceutical Dosage Forms; Security & Defense; Electronic & Wearable Devices,Silicone injection and compression molding; Thermoplastic injection molding and micro molding; Insert over molding; Advanced material blending; Automated assembly and testing; Customized packaging services; Optical inspection & sorting cells; ISO 13485,"134,000 ft² (site)",400 (calc from revenue_site),$80.4M (calc from sqft),36,"Privately held, possibly family-owned.",Engel Injection Molding Tryout Presses; Arburg Injection Molding Tryout Presses,NI,NI,NI,NI,,Minn,Yes,,,
Service Mold + Aerospace,CY,"High-end, precision tooling shop",https://www.service-mold.com/,Gemini,2711 St. Etienne Blvd,Windsor,ON,N8W 5B1,(519) 945-3344,Aerospace; Automotive; Medical; Commercial,"Design and manufacture of injection molds, compression molds, and blow molds; Precision machining with state-of-the-art 3-axis and 5-axis high-speed machines; Use of advanced CAM software and high-end tooling for machining processes; Expertise in aerospace, automotive, medical, and commercial sectors; CNC",~50k ft² (zoominfo),~100 (estimate),~$20M (calc from employees); ~$30M (calc from sqft); ~$15M (estimate),38,Privately held; led by a management team with extensive industry experience.,Makino A500Z (5-axis); Makino PS95 (3-axis); Makino S56 (3-axis); Zimmerman FZ33 (Compact); Parpas Diamond Linear 30; Hermle C650; Okuma M8-80V; DEA Beta SP Automatic CMM; FARO ION Laser Tracker; Hexagon AS1 Absolute Blue Light Scanner; Leica Absolute Tracker AT960; Maxiem 1530 Waterjet,Yes,Yes,NI,NI,,Canada,Yes,,,
Macfab Manufacturing,CX,,https://macfab.ca/,Gemini,330 Britannia Road East,Mississauga,Ontario,L4Z 1X9,(905) 238-1210,Medical; Aerospace; Security and Defence; Space; Environment,Precision CNC machining; multiaxis turning; CNC prototyping; production machining; cleanroom assembly; testing; specialty finishing; inventory management; raw materials tracing,~42k ft² (site),~70 (site),"""$14M (calc from employees); ~$10M (public: ZI 2023)""",NI,Privately held; possible family-owned,CNC Mills (multiaxis); Coordinate Measuring Machines; Laser Engraving Machines,refer to site,refer to site,NI,Yes,,Canada,Yes,,,
MTD Micro Molding,CY,"High-end, medical-focused moldmaker",https://www.mtdmicromolding.com,Gemini,15 Trolley Crossing Road,Charlton,MA,1507,(800) 998-5549,Medical; Healthtech; Bioabsorbable devices,Micro materials selection and design; Micro tooling and molding; Micro metrology and assembly; Packaging and prototyping services; Expertise in problem-solving for medical device innovations; ISO 13485,"~30,000 ft² (zoominfo)",90 (calc from revenue_site),"""$10M (calc from employees); $18M (calc from sqft)""",NI,Privately held; leadership team focused on innovation and quality in medical micromolding,CMM / Metrology Systems,NI,NI,NI,NI,,E.Mass,Yes,,,
Tri-Way Mold & Engineering,CY,"High-end, precision tooling shop",https://www.tri-waymold.com,GPT deep research,15363 E. 12 Mile Road,Roseville,MI,48066,(586) 776-0700,Automotive; Consumer products; Electronics; Industrial,Design and manufacture of prototype and production plastic injection molds; Mold repair and maintenance services; Low volume molding capabilities; Offshore tooling management and production; Use of high-speed CNC machining and EDM technologies; CNC; EDM; Wire EDM; Sinker EDM,"20,850 ft² (site)",~50 (zoominfo),$10M (calc from employees); ~$5M (public: ZI 2023),49,Privately held,Van Dorn (170-ton Injection Molding Tryout Press) ×1; CNC Mills; Wire EDM; Sinker EDM,refer to site,refer to site,Yes,NI,,Mich,NI,,,
Twin Mold & Engineering,CY,"High-end, private moldmaker",https://twinmold.com,GPT deep research,51738 Filomena Dr.,Shelby Township,MI,48315,(586) 532-8558,Automotive; Consumer Products; Industrial,"Injection mold design and engineering; Prototype development using customer or in-house designs; Injection mold repair and maintenance; CNC, EDM, and Boring Mill services",~30k ft² (zoominfo),~40 (zoominfo),"""$8M (calc from employees); ~$5M (public: ZI 2023)""",21,Privately held; possible family-owned,Makino (3-axis VMC); Haas (3-axis VMC); Sodick Wire EDM; Zeiss CMM,Yes,NI,Yes,Yes,,Mich,NI,,,
Burteck LLC,CY,"High-end, precision tooling shop",https://burteckllc.com,GPT deep research,55 Griffin Rd South,Bloomfield,CT,06002,(860) 219-1406,"Medical, Automotive, Consumer Products","Class 101, CNC, Sinker EDM","40,000 ft² (site)",30+ (site),"""$6M (calc from employees); ~$5M (public: ZI 2023)""",15,Privately held; founded by Peter Burgess in 2010.,"Mikron HSM 500 LPM (High-Speed VMC), AgieCharmilles (Sinker EDM), 5-axis CNC High Speed Machining Center with integrated robotic automation",refer to site,Yes,NI,refer to site,,No region,Yes,,,
Basilius Inc.,CY,"High-end, private moldmaker",https://www.basilius.com,GPT deep research,4338 South Ave,Toledo,OH,43615,(419) 536-5810,Automotive; Consumer Products; Medical; Industrial; Military & Law Enforcement,Injection molding; Mold building; Industrial automation; Engineering support,"~50,000 ft² (zoominfo)",~50 (estimate),"""$10M (calc from employees); ~$10M (estimate)""",NI,Privately held; possible family-owned,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,refer to site,,No region,Yes,,,
"Executool Precision Tooling, Inc.",CY,"High-end, precision tooling shop",https://www.executool.net,GPT deep research,2727 West 16th St.,Erie,PA,16505,(814) 836-1141,Automotive; Electronics; Medical; Aerospace,Complete mold design and manufacturing for plastic and metal injection molds; Specializes in tight tolerance engineering-grade resin polymers; Offers mold repair and production capability improvements; Provides integrated services for complete mold manufacturing and injection molding solutions; ISO 13485,~30k ft² (zoominfo),~50 (zoominfo),"""$10M (calc from employees); ~$5M (public: ZI 2023)""",NI,"Privately held; leadership includes long-term employees like Ed, the Molding Manager; possible family-owned elements.",Wire EDM; CNC Mills; Injection Molding Tryout Presses,refer to site,refer to site,Yes,refer to site,,W.Pa,Yes,,,
American Tool and Mold,CY,"High-end, medical-focused moldmaker",https://americantoolandmold.com,GPT deep research,1700 Sunshine Drive,Clearwater,FL,33765,(727) 447-7377,Aerospace; Medical; Consumer Products; Electronics,Precision mold manufacturing and engineering services; Design for Manufacturing (DFM); Failure Mode Effect Analysis (FMEA); Mold flow analysis; Conformal cooling; Comprehensive mold management,~50k ft² (zoominfo),~100 (estimate),"""$20M (calc from employees); ~$30M (calc from sqft)""",NI,Privately held; woman-owned business; family-owned?,CNC Mills (5-axis); Injection Molding Tryout Presses; CMM / Metrology Systems,NI,Yes,NI,Yes,,No region,Yes,,,
Midstate Mold & Engineering,CY,"High-end, precision tooling shop",https://www.midstatemold.com,GPT deep research,20 Liberty Way,Franklin,MA,2038,(508) 520-0011,Medical; Industrial; Life Sciences; Electronics,Plastic injection molding; Mold making; Tool storage; Prototype development; Design assistance; Insert and overmolding; ISO 9001,~30k ft² (zoominfo),~40 (zoominfo),"""$8M (calc from employees); ~$5M (public: ZI 2023)""",60,Privately held; family-owned,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,Yes,,E.Mass,Yes,,,
Precise Tooling Solutions,CY,High-end precision moldmaker,https://www.precisetooling.info/,GPT deep research,3150 Scott Dr,Columbus,IN,47201,(812) 378-0247,Plastic Injection Molding; Metal Fabrication; Machine Trade,CNC machining; EDM; Injection mold repair; maintenance; engineering change services,"~30,000 ft² (zoominfo)",~50 (zoominfo),$10M (calc from employees); ~$5M (public: ZI 2023),NI,Privately held; part of Noblitt International Corporation,Mitsubishi EDM machines; CNC mills and lathes,refer to site,NI,Yes,NI,,No region,NI,,,
"Advance Mold & Manufacturing, Inc.",CY,"High-end, precision tooling shop",https://www.advancemold.com/,GPT deep research,4 Open Square Way,Holyoke,MA,1040,(413) 532-0555,Automotive; Medical; Consumer products; Electronics; Aerospace,Custom injection mold design and manufacturing; Precision CNC machining and EDM services; Mold repair and maintenance; Tryout and validation of molds; Engineering and design support for complex projects,"~50,000 ft² (public: ZoomInfo 2024)",~80 (public: LinkedIn 2024),$16M (calc from employees); ~$17.9M (public: ZoomInfo 2024),66,Privately held; founded in 1959; leadership focused on quality and innovation.,Makino D200Z (5-axis) ×1; Sodick VL600Q (Wire EDM) ×1; Zeiss Contura (CMM) ×1,NI,Yes,Yes,NI,,E.Mass,Yes,,,
Beacon MedTech Solutions,CY,"High-end, medical-focused moldmaker",https://beaconmedtech.com,Perplexity,32 Jungle Rd,Leominster,MA,1453,(978) 365-3867,Medical; Life Sciences; Bio-Pharma; Aerospace; Defense; Technology,LSR; liquid silicone rubber; Class 101; CNC; Clean room; Clean rooms; DFM; ISO 13485,"110,000 ft² (site)",~100 (estimate),"""$20M (calc from employees); ~$20M (estimate)""",NI,Privately held; part of Beacon Manufacturing Group,Engel (Injection Molding Tryout Press); Arburg (Injection Molding Tryout Press); CMM / Metrology Systems,NI,NI,Yes,NI,,E.Mass,Yes,,,
Die Mold Tool Ltd.,CX,,https://die-moldtool.com,Perplexity,82 Todd Road,Georgetown,Ontario,L7G 4R7,(905) 877-3071,Automotive; Consumer products; Industrial applications; Packaging,Custom plastic injection mold design and engineering; Mold repair and maintenance; Optimization of mold cavities for efficiency; Reduction of cycle time and downtime in mold operations,NI,"""""",NI,NI,Privately held; President Lynn McKenzie; Family-owned.,Makino (CNC machine); Yasda (CNC machine),refer to site,refer to site,Yes,Yes,,Canada,NI,,,
"Triumph Tool NC, Inc.",CX,,https://triumphtool.com,Perplexity,44 Buck Shoals Rd. Unit B3-B4,Arden,NC,28704,(800) 265-4955,Metalworking; Manufacturing; Industrial,Distribution of metalworking tools; Consultation and support for tool selection and application; Access to a wide network of suppliers for specialized tool needs; Customer service and technical support for metalworking solutions,~10k ft² (zoominfo),~20 (zoominfo),"""$4M (calc from employees); ~$5M (public: ZI 2023)""",NI,"Affiliated with Triumph Tool Ltd., a Canadian company; privately held.",CMM / Metrology Systems,NI,NI,NI,NI,,No region,NI,,,
Precision Mold Supplies Ltd.,CX,,http://precisionmoldsupplies.com,Perplexity,574 52 St.,Delta,BC,V4M 3S5,(604) 943-7702,Plastics; Die Casting; Tool Making; Machine Shops,Distribution of mold components and bases; Supply of polishing supplies and cutting tools; Provision of auxiliary machinery for tool makers and machine shops; Long-term partnerships with North American suppliers to offer competitive pricing,"~30,000 ft² (zoominfo)",~10 (estimate),$6M (calc from sqft); ~$2M (estimate),34,Privately held; family-owned; President Ahmed Nizam,Makino; Yasda; Kern,refer to site,refer to site,NI,Yes,,Canada,NI,,,
Toledo Metal Spinning Company,C?,,https://toledometalspinning.com/,Grok,1819 Clinton St.,Toledo,OH,43607,(419) 214-3245,Food processing and home brewing; Plastics and transportation; Marine industry metal fabrication; Industrial machinery and equipment; Construction and heavy industry; Medical and pharmaceutical sectors,"Deep drawing and metal stamping, including stainless steel and hydroforming techniques; CNC metal spinning and spin forming, both manual and automated; Precision machining and milling services with CNC technology; Secondary metal forming services such as beading, edge rolling, and trimming; Precision welding and metal finishing, including polishing and laser cutting; Engineering support with build-to-print tool design and custom machining; CNC; Wire EDM; Sinker EDM","~50,000 ft² (zoominfo)",25 (calc from revenue_site),"""$10M (calc from employees); $30M (calc from sqft)""",NI,Privately held; ISO 9001:2015 certified.,CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; Injection Molding Tryout Presses; CMM / Metrology Systems,Yes,Yes,NI,NI,,No region,Yes,,,
Apex Machine Company Inc.,C?,,https://apexmachine.com/,Grok,3000 NE 12th Terrace,Fort Lauderdale,Florida,33334-4497,(954) 566-1572,"Automotive, Medical & Pharmaceutical, Packaging & Containers, Household & Sports","engineered printing solutions, turnkey parts handling and printing systems, dry offset, pad print, flexography, digital printing technologies, specialty inspection, packaging, assembly add-ons, field service engineers, spare parts","~40,000 ft² (zoominfo)","""~50 (estimate)""","""$11M (calc from sqft); ~$10M (estimate)""",115,Privately held; family-owned,CNC Mills (3-axis),Yes,NI,Yes,Yes,,No region,Yes,,,
U.S. Industrial Tool & Supply Co.,C,,https://ustool.com/,Grok,201 Hindry Ave,Inglewood,CA,90301,(310) 410-4907,Aerospace; Automotive; Manufacturing,"Manufacturing of stationary hot and cold dimpling machines; Production of accessory tooling and spare parts for aviation requirements; Custom-made tools designed with safety, ergonomic, and innovative materials; Supply of riveting tools, sheet metal tools, air tools, and military tools",~30k ft² (zoominfo),~50 (zoominfo),"""$11M (calc from sqft); ~$10M (public: ZI 2023)""",NI,Privately held; American-owned and operated; Family-owned,No valid equipment found.,NI,NI,Yes,Yes,,No region,NI,,,
Phinney Tool and Die Co.,CY,"High-end, private",https://phinneytool.com/,Grok,11023 West Center St. Ext.,Medina,NY,14103,(585) 798-3000,HVAC; Metalworking; Heat Transfer; Manufacturing,Design and build of Turbulators for heat exchangers; Production of progressive type tube sheet dies and lines; Retrofit and repair services for existing tooling and dies; Manufacturing of spare tooling such as pierce punches and die inserts,"25,000 ft² (site)",~50 (zoominfo),$10M (calc from employees); ~$10M (zoominfo),82,Privately held; established in 1943.,Makino (3-axis VMC); Haas (3-axis VMC); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,NI,,No region,NI,,,
Vortool Manufacturing,CX,,https://vortool.com/,Grok,19358-96 Ave.,Surrey,BC,V4N 4C1,(604) 239-7218,Automotive; Aerospace; Consumer products; Industrial manufacturing,Tool and die design and manufacturing; Metal stamping die repair and maintenance; Wire EDM cutting and CNC machining; Heat treating and hardness testing; Custom extrusion punching dies and pneumatic punch presses,"~30,000 ft² (zoominfo)",~40 (estimate),"""$8M (calc from employees); $18M (calc from sqft); ~$5M (estimate)""",45+,Privately held; founded over 45 years ago,AirHead pneumatic presses; Wire EDM; CNC machining centers,refer to site,refer to site,Yes,NI,,Canada,NI,,,
Precision Mold & Machining Services Inc.,CY,"High-end, precision tooling shop",https://precisionmold.com/,Grok,13143 East 9 Mile Road,Warren,MI,48089,(586) 774-2330,Aerospace; Automotive; Defense,3-axis CNC machining; 5-axis CNC machining; Sinker EDM machining; Electrode design and manufacturing; Deep hole and gun drilling; Injection mold repairs and maintenance,"~30,000 ft² (public: ZI 2023)",40 (site),"""$8M (calc from employees); $18M (calc from sqft)""",15,Privately held; fourth-generation ownership by Brandon and Taylor Loehr; family-owned.,DMU 85 monoBLOCK (5-axis) ×1; DMU 210 P (5-axis) ×1; AWEA LP4025 YZF (large table) ×1,NI,Yes,Yes,Yes,,Mich,NI,,,
Aalbers Tool & Mold Inc.,CX,,https://aalberstool.com/,Grok,5390 Brendan Lane,Oldcastle,Ontario,N0R 1L0,(442) 299-7114,Automotive; Consumer Goods; Industrial; Recreational,Full-service mold design; High-speed CNC machining; Comprehensive mold building and repair services; Manufacturing and stocking of standard components; Expertise in international logistics and documentation,"117,000 ft² (site)",160 (site),$32M (calc from employees),NI,Privately held; family-owned; Founder and Owner Gary Aalbers; President Aaron Aalbers,High Speed CNC Machines ×25,refer to site,refer to site,Yes,Yes,,Canada,NI,,,
"Kingson Mold And Machine, Inc.",CY,"High-end, medical-focused moldmaker",https://kingsonmold.com/,Grok,1350 Titan Way,Brea,CA,92821,(714) 871-0221,"Medical, Aerospace, Automotive, Electronics, Consumer","Liquid silicone rubber mold making; Part and tooling design; Prototype and production tooling; Pre-production tool prove-out; Turnkey project management; Mold trials, overhaul, and maintenance; LSR; liquid silicone rubber; CNC; Wire EDM; Sinker EDM",~30k ft² (zoominfo),30 (site),$6M (calc from employees); ~$5M (public: ZI 2023),48,Privately held; family-owned since 1977,Sodick HS650L; Litz CV-1600; Litz V-1 (5-axis); Haas VF 2; Sodick AG40L (Sinker EDM); Sodick AQ300L (Wire EDM); Zeiss Contura (CMM); Boao Laser welder; Arburg Allrounder (Injection Molding Tryout Press).,refer to site,Yes,Yes,Yes,,No region,Yes,,,
General Tool Company,CY,"High-end, private",https://gentool.com/,Grok,101 Landy Lane,Cincinnati,OH,45215,(513) 733-5500,Aerospace; Defense,Precision machining; Fabrication; Assembly; Testing; Onsite installation; Project management; Quality assurance,~100k ft² (zoominfo),285 (site),~$50M (estimate); $57M (calc from employees); $60M (calc from sqft),75,Privately held; Family-owned,Makino (5-axis); Yasda (5-axis); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,Yes,,No region,NI,,,
